Anomaly Monthly TAVG,Unc. Monthly TAVG,Anomaly Annual TAVG,Unc. Annual TAVG,dt,Anomaly Monthly TMAX,Unc. Monthly TMAX,Anomaly Annual TMAX,Unc. Annual TMAX,Anomaly Monthly TMIN,Unc. Monthly TMIN,Anomaly Annual TMIN,Unc. Annual TMIN,Anomaly Monthly TAIR,Unc. Monthly TAIR,Anomaly Annual TAIR,Unc. Annual TAIR,Anomaly Monthly TWAT,Unc. Monthly TWAT,Anomaly Annual TWAT,Unc. Annual TWAT
-0.248,0.522,-0.791,0.271,1861-11-01,-0.145,1.177,-0.2,0.651,-0.853,1.056,-1.239,0.376,-0.233,0.225,-0.463,0.129,-0.202,0.18,-0.435,0.123
-0.693,0.831,-0.801,0.286,1861-12-01,0.103,1.271,-0.296,0.659,-0.858,1.289,-1.333,0.399,-0.373,0.304,-0.46,0.131,-0.366,0.256,-0.431,0.124
-2.066,1.153,-0.811,0.295,1862-01-01,-1.571,1.545,-0.273,0.679,-2.599,1.764,-1.301,0.395,-0.945,0.408,-0.462,0.132,-0.86,0.343,-0.432,0.124
-1.601,0.959,-0.867,0.305,1862-02-01,-1.447,1.267,-0.321,0.689,-3.101,1.439,-1.329,0.402,-0.792,0.317,-0.488,0.134,-0.741,0.293,-0.453,0.125
-1.031,0.726,-0.893,0.32,1862-03-01,-0.423,1.2,-0.383,0.673,-1.665,1.145,-1.337,0.418,-0.548,0.256,-0.5,0.137,-0.533,0.233,-0.464,0.127
-1.094,0.679,-0.901,0.343,1862-04-01,-0.614,1.202,-0.398,0.629,-1.355,1.064,-1.361,0.427,-0.551,0.24,-0.501,0.143,-0.474,0.218,-0.463,0.132
-0.383,0.831,-0.986,0.333,1862-05-01,0.392,1.306,-0.414,0.63,-0.835,0.889,-1.366,0.423,-0.289,0.299,-0.53,0.141,-0.278,0.255,-0.489,0.13
-0.568,0.66,-1.096,0.347,1862-06-01,-0.615,0.922,-0.448,0.626,-1.553,0.862,-1.353,0.421,-0.338,0.251,-0.574,0.145,-0.32,0.211,-0.527,0.134
-0.389,0.399,-0.891,0.332,1862-07-01,0.046,1.289,-0.269,0.645,-0.341,0.734,-1.061,0.451,-0.367,0.188,-0.508,0.141,-0.357,0.149,-0.468,0.132
-0.724,0.48,-0.74,0.355,1862-08-01,-0.731,0.99,-0.14,0.656,-1.215,0.654,-0.778,0.479,-0.518,0.213,-0.452,0.145,-0.481,0.171,-0.417,0.137
-1.003,0.465,-0.703,0.357,1862-09-01,-0.388,1.004,-0.154,0.67,-1.063,0.747,-0.663,0.488,-0.567,0.205,-0.435,0.144,-0.509,0.162,-0.4,0.136
-0.997,0.527,-0.625,0.345,1862-10-01,0.583,1.2,-0.101,0.708,-0.899,1.025,-0.609,0.473,-0.486,0.226,-0.41,0.142,-0.437,0.179,-0.381,0.134
-1.277,0.633,-0.595,0.31,1862-11-01,-0.341,1.779,-0.16,0.718,-0.905,1.048,-0.547,0.466,-0.58,0.25,-0.404,0.134,-0.513,0.208,-0.377,0.127
-2.01,0.696,-0.579,0.299,1862-12-01,-0.304,1.452,-0.145,0.759,-0.71,1.54,-0.437,0.454,-0.901,0.261,-0.406,0.132,-0.816,0.226,-0.381,0.126
0.391,0.995,-0.588,0.306,1863-01-01,0.577,1.61,-0.264,0.809,0.912,1.53,-0.465,0.434,-0.155,0.345,-0.408,0.135,-0.159,0.303,-0.381,0.129
0.217,1.246,-0.585,0.292,1863-02-01,0.098,1.334,-0.264,0.847,0.289,1.453,-0.425,0.418,-0.128,0.437,-0.399,0.133,-0.125,0.373,-0.371,0.129
-0.591,0.703,-0.586,0.283,1863-03-01,-0.59,1.134,-0.327,0.87,-0.278,1.201,-0.407,0.423,-0.341,0.242,-0.395,0.134,-0.336,0.224,-0.367,0.132
-0.15,0.583,-0.597,0.276,1863-04-01,0.03,1.729,-0.415,0.9,-0.708,0.957,-0.396,0.401,-0.247,0.232,-0.397,0.137,-0.237,0.198,-0.369,0.136
-0.029,0.586,-0.545,0.281,1863-05-01,-0.325,1.366,-0.413,0.873,-0.097,0.586,-0.429,0.407,-0.221,0.229,-0.381,0.143,-0.236,0.198,-0.355,0.142
-0.375,0.582,-0.451,0.292,1863-06-01,-0.429,1.524,-0.442,0.874,-0.226,0.507,-0.464,0.391,-0.364,0.239,-0.341,0.147,-0.362,0.206,-0.319,0.147
-0.503,0.497,-0.574,0.283,1863-07-01,-1.379,1.695,-0.585,0.824,-0.684,0.935,-0.7,0.379,-0.392,0.23,-0.377,0.148,-0.361,0.201,-0.352,0.148
-0.677,0.553,-0.641,0.333,1863-08-01,-0.737,1.758,-0.618,0.849,-0.727,1.062,-0.768,0.378,-0.402,0.255,-0.401,0.161,-0.365,0.217,-0.375,0.158
-1.026,0.561,-0.643,0.334,1863-09-01,-1.14,1.191,-0.582,0.842,-0.851,0.913,-0.851,0.391,-0.523,0.256,-0.404,0.164,-0.461,0.22,-0.38,0.16
-1.126,0.501,-0.687,0.345,1863-10-01,-0.473,1.213,-0.682,0.774,-0.771,0.633,-0.892,0.417,-0.508,0.249,-0.416,0.169,-0.456,0.216,-0.389,0.164
-0.647,0.609,-0.696,0.349,1863-11-01,-0.323,1.772,-0.67,0.728,-1.297,1.408,-0.957,0.429,-0.396,0.274,-0.409,0.17,-0.349,0.241,-0.382,0.166
-0.889,0.804,-0.669,0.348,1863-12-01,-0.646,1.945,-0.668,0.7,-1.128,1.013,-0.944,0.439,-0.421,0.298,-0.389,0.169,-0.377,0.271,-0.363,0.164
-1.083,1.045,-0.639,0.333,1864-01-01,-1.142,1.31,-0.595,0.693,-1.92,1.489,-0.985,0.48,-0.582,0.377,-0.375,0.162,-0.556,0.324,-0.35,0.158
-0.586,1.08,-0.62,0.328,1864-02-01,-0.3,1.842,-0.59,0.64,-0.534,1.091,-1.007,0.504,-0.413,0.375,-0.371,0.159,-0.4,0.332,-0.349,0.153
-0.612,0.971,-0.594,0.299,1864-03-01,-0.153,1.291,-0.536,0.618,-1.271,1.155,-1.007,0.501,-0.381,0.331,-0.37,0.15,-0.401,0.304,-0.349,0.146
-0.684,0.577,-0.545,0.287,1864-04-01,-1.166,1.034,-0.523,0.522,-1.194,0.952,-1.045,0.539,-0.39,0.242,-0.358,0.144,-0.345,0.218,-0.342,0.139
-0.131,0.587,-0.571,0.283,1864-05-01,-0.185,1.319,-0.507,0.448,-0.878,0.807,-1.044,0.55,-0.138,0.234,-0.359,0.138,-0.151,0.204,-0.34,0.133
-0.052,0.467,-0.615,0.29,1864-06-01,-0.402,1.243,-0.488,0.427,-0.077,0.757,-1.05,0.532,-0.12,0.202,-0.361,0.136,-0.131,0.169,-0.344,0.13
-0.146,0.492,-0.495,0.305,1864-07-01,-0.503,1.04,-0.361,0.444,-1.166,1.049,-0.968,0.542,-0.222,0.209,-0.304,0.139,-0.215,0.171,-0.292,0.133
-0.447,0.538,-0.53,0.298,1864-08-01,-0.682,0.858,-0.367,0.482,-1.003,1.115,-1.005,0.557,-0.358,0.233,-0.295,0.138,-0.342,0.185,-0.281,0.132
-0.71,0.542,-0.582,0.289,1864-09-01,-0.49,0.881,-0.344,0.555,-0.843,0.901,-0.978,0.521,-0.508,0.236,-0.298,0.136,-0.472,0.195,-0.282,0.131
-0.542,0.645,-0.594,0.301,1864-10-01,-0.315,1.256,-0.252,0.595,-1.232,0.936,-0.937,0.49,-0.368,0.266,-0.297,0.139,-0.36,0.215,-0.279,0.133
-0.958,0.799,-0.612,0.292,1864-11-01,-0.133,1.614,-0.26,0.607,-1.284,1.529,-0.948,0.483,-0.403,0.298,-0.308,0.138,-0.335,0.249,-0.289,0.133
-1.422,0.71,-0.637,0.282,1864-12-01,-0.423,1.026,-0.211,0.614,-1.199,1.176,-0.991,0.453,-0.444,0.256,-0.323,0.138,-0.425,0.223,-0.3,0.133
0.356,0.926,-0.636,0.291,1865-01-01,0.382,1.671,-0.221,0.648,-0.93,1.247,-0.93,0.424,0.092,0.34,-0.322,0.143,0.075,0.29,-0.3,0.138
-1.005,0.796,-0.616,0.292,1865-02-01,-0.366,1.715,-0.209,0.696,-0.986,1.181,-0.932,0.392,-0.304,0.288,-0.31,0.146,-0.266,0.261,-0.289,0.142
-1.23,0.896,-0.58,0.284,1865-03-01,0.118,1.662,-0.178,0.695,-0.939,0.908,-0.892,0.394,-0.417,0.306,-0.287,0.146,-0.413,0.289,-0.268,0.143
-0.827,0.575,-0.541,0.297,1865-04-01,-0.066,1.023,-0.115,0.713,-0.71,0.718,-0.844,0.376,-0.373,0.242,-0.275,0.153,-0.316,0.216,-0.259,0.15
-0.349,0.495,-0.448,0.309,1865-05-01,-0.273,1.011,-0.036,0.689,-1.009,0.689,-0.763,0.36,-0.276,0.223,-0.255,0.159,-0.265,0.202,-0.245,0.156
-0.351,0.549,-0.401,0.342,1865-06-01,0.184,0.777,-0.052,0.698,-0.593,0.378,-0.793,0.373,-0.29,0.222,-0.256,0.17,-0.268,0.206,-0.248,0.165
-0.134,0.359,-0.397,0.348,1865-07-01,-0.628,1.082,-0.05,0.64,-0.432,0.785,-0.733,0.35,-0.213,0.203,-0.26,0.172,-0.211,0.177,-0.25,0.166
-0.215,0.529,-0.392,0.382,1865-08-01,-0.529,1.127,-0.006,0.651,-1.028,0.651,-0.737,0.378,-0.214,0.249,-0.263,0.18,-0.208,0.213,-0.251,0.172
-0.267,0.549,-0.363,0.424,1865-09-01,-0.122,0.882,-0.102,0.608,-0.364,0.902,-0.802,0.405,-0.234,0.255,-0.264,0.191,-0.222,0.222,-0.253,0.18
-0.082,0.505,-0.328,0.477,1865-10-01,0.446,0.847,-0.079,0.61,-0.654,0.716,-0.804,0.42,-0.227,0.246,-0.274,0.204,-0.248,0.21,-0.267,0.19
0.164,0.742,-0.33,0.492,1865-11-01,0.806,1.05,-0.075,0.598,-0.312,1.191,-0.812,0.426,-0.157,0.298,-0.279,0.207,-0.174,0.252,-0.273,0.192
-0.865,1.18,-0.35,0.487,1865-12-01,-0.611,0.992,-0.106,0.619,-1.562,1.449,-0.827,0.401,-0.463,0.416,-0.276,0.205,-0.461,0.362,-0.269,0.191
0.408,0.985,-0.311,0.481,1866-01-01,0.412,1.041,-0.028,0.627,-0.204,1.422,-0.836,0.419,0.055,0.37,-0.249,0.203,0.05,0.309,-0.244,0.189
-0.945,1.104,-0.32,0.457,1866-02-01,0.153,1.603,-0.056,0.616,-1.031,1.415,-0.827,0.43,-0.343,0.392,-0.249,0.196,-0.274,0.343,-0.245,0.184
-0.883,1.231,-0.331,0.455,1866-03-01,-1.026,1.276,-0.052,0.606,-1.725,1.074,-0.834,0.454,-0.435,0.424,-0.254,0.195,-0.438,0.377,-0.25,0.183
-0.408,0.783,-0.374,0.447,1866-04-01,0.207,1.171,-0.111,0.62,-0.735,0.838,-0.849,0.482,-0.492,0.301,-0.255,0.193,-0.482,0.259,-0.248,0.18
-0.367,0.415,-0.391,0.412,1866-05-01,-0.225,0.768,-0.216,0.645,-1.098,0.662,-0.891,0.473,-0.339,0.198,-0.245,0.183,-0.341,0.174,-0.235,0.172
-0.598,0.457,-0.278,0.358,1866-06-01,-0.194,0.622,-0.193,0.649,-0.784,0.74,-0.886,0.465,-0.249,0.212,-0.197,0.17,-0.222,0.185,-0.189,0.162
0.337,0.5,-0.322,0.369,1866-07-01,0.315,1.025,-0.296,0.654,-0.531,0.794,-1.032,0.453,0.106,0.231,-0.213,0.172,0.087,0.199,-0.205,0.164
-0.327,0.637,-0.294,0.343,1866-08-01,-0.873,0.665,-0.297,0.657,-0.922,0.828,-0.985,0.443,-0.211,0.275,-0.211,0.166,-0.21,0.235,-0.204,0.16
-0.4,0.501,-0.287,0.319,1866-09-01,-0.064,0.76,-0.276,0.67,-0.448,0.684,-1.015,0.457,-0.298,0.238,-0.197,0.159,-0.289,0.206,-0.191,0.155
-0.593,0.469,-0.26,0.288,1866-10-01,-0.272,0.806,-0.33,0.656,-0.832,0.804,-1.038,0.464,-0.237,0.233,-0.167,0.152,-0.225,0.195,-0.159,0.15
-0.035,0.506,-0.289,0.295,1866-11-01,-0.444,1.142,-0.374,0.623,-0.824,0.974,-1.081,0.456,-0.036,0.229,-0.17,0.153,-0.017,0.186,-0.16,0.151
0.481,0.62,-0.245,0.302,1866-12-01,-0.334,0.928,-0.313,0.624,-1.502,1.636,-1.017,0.489,0.111,0.258,-0.165,0.154,0.098,0.215,-0.159,0.151
-0.12,1.093,-0.269,0.308,1867-01-01,-0.83,1.094,-0.352,0.617,-1.951,1.43,-0.998,0.52,-0.139,0.382,-0.189,0.155,-0.149,0.341,-0.182,0.152
-0.604,0.823,-0.254,0.329,1867-02-01,0.147,1.681,-0.277,0.617,-0.474,1.292,-0.969,0.516,-0.313,0.308,-0.193,0.159,-0.265,0.268,-0.187,0.156
-0.797,0.922,-0.232,0.332,1867-03-01,-0.783,1.531,-0.288,0.586,-2.074,1.621,-0.987,0.533,-0.274,0.31,-0.179,0.16,-0.28,0.29,-0.174,0.156
-0.084,0.459,-0.176,0.345,1867-04-01,-0.44,1.064,-0.206,0.588,-1.014,0.967,-0.933,0.524,-0.123,0.212,-0.157,0.163,-0.097,0.183,-0.156,0.158
-0.722,0.492,-0.096,0.34,1867-05-01,-0.746,0.819,-0.21,0.606,-1.618,0.691,-1.047,0.528,-0.377,0.212,-0.132,0.162,-0.355,0.193,-0.137,0.159
-0.062,0.385,-0.125,0.329,1867-06-01,0.532,0.816,-0.309,0.645,-0.007,0.536,-1.192,0.496,-0.193,0.191,-0.153,0.158,-0.203,0.169,-0.159,0.157
0.043,0.402,-0.183,0.292,1867-07-01,-0.147,1.085,-0.318,0.666,-0.303,0.711,-1.18,0.52,-0.181,0.203,-0.182,0.15,-0.197,0.175,-0.186,0.149
-0.14,0.534,-0.247,0.28,1867-08-01,0.017,0.867,-0.366,0.693,-0.577,0.504,-1.295,0.455,-0.256,0.25,-0.209,0.148,-0.264,0.212,-0.207,0.146
-0.142,0.51,-0.243,0.266,1867-09-01,-0.191,0.828,-0.279,0.687,-0.668,0.584,-1.166,0.439,-0.134,0.237,-0.21,0.145,-0.139,0.204,-0.207,0.143
0.084,0.641,-0.25,0.278,1867-10-01,0.711,1.142,-0.312,0.686,-0.181,0.829,-1.206,0.442,0.027,0.271,-0.208,0.147,0.001,0.226,-0.208,0.144
0.927,0.711,-0.197,0.27,1867-11-01,-0.487,1.205,-0.262,0.715,-2.197,1.048,-1.138,0.463,0.263,0.288,-0.183,0.145,0.21,0.241,-0.186,0.142
0.124,0.948,-0.203,0.276,1867-12-01,-1.522,1.342,-0.323,0.697,-3.24,1.306,-1.207,0.462,-0.136,0.351,-0.177,0.145,-0.165,0.298,-0.179,0.142
-0.808,0.783,-0.185,0.272,1868-01-01,-0.946,1.304,-0.261,0.667,-1.804,1.858,-1.18,0.459,-0.486,0.304,-0.156,0.143,-0.473,0.252,-0.159,0.14
-1.38,0.933,-0.177,0.266,1868-02-01,-0.429,1.623,-0.257,0.679,-1.86,1.617,-1.159,0.47,-0.632,0.307,-0.139,0.139,-0.525,0.29,-0.142,0.136
-0.746,0.654,-0.211,0.272,1868-03-01,0.269,1.112,-0.302,0.755,-0.52,1.007,-1.218,0.459,-0.289,0.249,-0.149,0.14,-0.283,0.218,-0.149,0.135
-0.168,0.542,-0.205,0.273,1868-04-01,-0.844,1.029,-0.36,0.787,-1.495,0.823,-1.262,0.442,-0.107,0.228,-0.15,0.139,-0.1,0.191,-0.149,0.134
-0.08,0.51,-0.361,0.261,1868-05-01,-0.136,0.984,-0.426,0.788,-0.804,0.692,-1.167,0.452,-0.077,0.222,-0.197,0.135,-0.096,0.19,-0.187,0.13
-0.144,0.479,-0.403,0.276,1868-06-01,-0.206,0.686,-0.335,0.764,-0.83,0.618,-0.999,0.467,-0.112,0.206,-0.196,0.137,-0.119,0.176,-0.183,0.131
0.267,0.404,-0.365,0.32,1868-07-01,0.598,0.725,-0.22,0.754,0.013,0.626,-0.833,0.479,0.064,0.194,-0.172,0.145,0.045,0.159,-0.159,0.137
-0.047,0.435,-0.2,0.329,1868-08-01,0.063,0.954,-0.101,0.691,-0.319,0.629,-0.639,0.548,-0.049,0.205,-0.115,0.144,-0.062,0.164,-0.109,0.137
-0.55,0.474,-0.238,0.375,1868-09-01,-0.729,1.49,-0.118,0.692,-1.375,0.538,-0.666,0.578,-0.251,0.213,-0.133,0.154,-0.226,0.177,-0.128,0.145
0.153,0.507,-0.25,0.344,1868-10-01,0.011,1.051,-0.043,0.611,-0.707,0.702,-0.615,0.632,0.013,0.228,-0.144,0.145,-0.001,0.182,-0.139,0.138
-0.943,0.522,-0.241,0.367,1868-11-01,-1.271,1.312,-0.004,0.575,-1.062,1.138,-0.599,0.742,-0.308,0.226,-0.15,0.149,-0.245,0.18,-0.146,0.141
-0.375,0.853,-0.22,0.362,1868-12-01,-0.438,1.26,-0.003,0.591,-1.219,1.382,-0.565,0.744,-0.12,0.315,-0.155,0.147,-0.112,0.265,-0.154,0.139
-0.356,1.005,-0.232,0.365,1869-01-01,0.434,1.28,-0.036,0.597,0.177,1.835,-0.623,0.715,-0.192,0.345,-0.178,0.147,-0.18,0.301,-0.178,0.139
0.601,0.843,-0.216,0.382,1869-02-01,1.005,1.302,-0.024,0.566,0.473,1.578,-0.626,0.703,0.054,0.281,-0.188,0.151,0.07,0.261,-0.188,0.141
-1.201,1.137,-0.145,0.373,1869-03-01,0.058,1.253,0.058,0.493,-0.85,1.267,-0.589,0.73,-0.506,0.355,-0.173,0.147,-0.511,0.341,-0.177,0.137
-0.312,0.518,-0.178,0.372,1869-04-01,0.058,0.996,0.009,0.48,-0.873,1.183,-0.694,0.739,-0.243,0.209,-0.19,0.145,-0.227,0.18,-0.195,0.134
0.02,0.566,-0.122,0.38,1869-05-01,0.333,1.097,0.059,0.445,-0.62,1.889,-0.721,0.723,-0.153,0.212,-0.179,0.146,-0.187,0.189,-0.187,0.134
0.116,0.497,-0.161,0.366,1869-06-01,-0.194,0.83,0.077,0.463,-0.417,0.591,-0.695,0.845,-0.165,0.216,-0.201,0.141,-0.209,0.176,-0.209,0.129
0.124,0.422,-0.183,0.335,1869-07-01,0.205,0.893,0.091,0.472,-0.687,0.601,-0.786,0.751,-0.212,0.193,-0.209,0.131,-0.24,0.153,-0.217,0.121
0.135,0.516,-0.333,0.316,1869-08-01,0.202,0.691,-0.002,0.487,-0.349,0.592,-0.923,0.669,-0.171,0.218,-0.253,0.127,-0.186,0.166,-0.258,0.115
0.303,0.51,-0.298,0.293,1869-09-01,0.265,0.752,-0.096,0.487,-0.929,0.618,-0.987,0.618,-0.067,0.21,-0.238,0.12,-0.094,0.166,-0.242,0.108
-0.233,0.534,-0.307,0.31,1869-10-01,-0.583,0.834,-0.077,0.535,-1.973,0.846,-0.974,0.578,-0.2,0.212,-0.239,0.125,-0.217,0.169,-0.241,0.111
-0.28,0.562,-0.313,0.308,1869-11-01,-0.667,0.954,-0.038,0.532,-1.383,1.318,-0.947,0.527,-0.173,0.216,-0.241,0.124,-0.155,0.175,-0.241,0.11
-0.844,0.782,-0.297,0.304,1869-12-01,-0.224,1.224,0.025,0.537,-0.903,2.451,-0.889,0.528,-0.389,0.282,-0.234,0.121,-0.376,0.235,-0.233,0.108
-0.609,0.714,-0.286,0.301,1870-01-01,0.603,1.296,0.027,0.526,-0.92,1.334,-0.825,0.554,-0.287,0.258,-0.223,0.12,-0.274,0.216,-0.222,0.107
-1.201,0.845,-0.326,0.299,1870-02-01,-0.112,1.302,-0.03,0.534,-1.174,1.221,-0.857,0.568,-0.471,0.286,-0.231,0.12,-0.416,0.253,-0.229,0.107
-0.78,0.637,-0.359,0.302,1870-03-01,-1.07,1.19,-0.102,0.575,-1.614,1.175,-0.847,0.581,-0.326,0.221,-0.241,0.12,-0.319,0.198,-0.237,0.108
-0.423,0.55,-0.375,0.301,1870-04-01,0.28,0.988,-0.094,0.593,-0.719,1.158,-0.727,0.559,-0.254,0.201,-0.251,0.12,-0.219,0.174,-0.246,0.108
-0.052,0.442,-0.397,0.313,1870-05-01,0.801,0.784,0.026,0.593,-0.293,0.617,-0.613,0.553,-0.18,0.181,-0.263,0.125,-0.182,0.151,-0.258,0.111
0.302,0.435,-0.449,0.299,1870-06-01,0.57,0.872,-0.046,0.598,0.282,0.752,-0.683,0.565,-0.077,0.179,-0.279,0.121,-0.121,0.145,-0.273,0.109
0.266,0.44,-0.51,0.301,1870-07-01,0.23,0.867,-0.149,0.608,0.076,0.99,-0.673,0.548,-0.076,0.189,-0.3,0.122,-0.102,0.148,-0.292,0.11
-0.354,0.496,-0.543,0.305,1870-08-01,-0.483,0.768,-0.168,0.582,-0.73,0.894,-0.696,0.507,-0.273,0.204,-0.312,0.122,-0.27,0.161,-0.301,0.112
-0.087,0.44,-0.53,0.297,1870-09-01,-0.606,0.875,-0.076,0.591,-0.809,0.742,-0.578,0.498,-0.189,0.19,-0.307,0.12,-0.198,0.148,-0.294,0.11
-0.427,0.546,-0.49,0.297,1870-10-01,-0.486,1.004,-0.092,0.612,-0.54,0.76,-0.563,0.48,-0.314,0.223,-0.291,0.121,-0.318,0.177,-0.281,0.111
-0.548,0.742,-0.528,0.309,1870-11-01,0.774,0.986,-0.151,0.652,-0.012,1.032,-0.612,0.496,-0.326,0.275,-0.3,0.125,-0.299,0.228,-0.29,0.113
-1.46,0.661,-0.582,0.319,1870-12-01,-1.086,1.319,-0.196,0.627,-1.74,1.612,-0.698,0.507,-0.57,0.247,-0.313,0.127,-0.556,0.207,-0.299,0.116
-1.342,0.765,-0.608,0.316,1871-01-01,-0.639,1.284,-0.213,0.621,-0.802,1.289,-0.748,0.466,-0.55,0.275,-0.32,0.126,-0.5,0.234,-0.305,0.116
-1.606,0.906,-0.577,0.307,1871-02-01,-0.339,1.243,-0.15,0.627,-1.443,1.059,-0.744,0.44,-0.607,0.298,-0.314,0.123,-0.527,0.274,-0.299,0.114
-0.616,0.702,-0.611,0.316,1871-03-01,0.031,1.3,-0.13,0.614,-0.207,1.111,-0.796,0.454,-0.266,0.231,-0.333,0.125,-0.238,0.216,-0.315,0.115
0.054,0.407,-0.592,0.32,1871-04-01,0.098,1.225,-0.093,0.578,-0.538,1.021,-0.835,0.478,-0.069,0.17,-0.328,0.126,-0.065,0.139,-0.311,0.116
-0.505,0.535,-0.647,0.302,1871-05-01,0.089,0.989,-0.278,0.595,-0.874,0.924,-0.977,0.511,-0.288,0.209,-0.345,0.121,-0.286,0.172,-0.326,0.111
-0.345,0.424,-0.591,0.292,1871-06-01,0.036,0.858,-0.306,0.541,-0.759,1.016,-1.057,0.526,-0.23,0.177,-0.331,0.118,-0.23,0.144,-0.311,0.108
-0.047,0.459,-0.561,0.326,1871-07-01,0.024,0.878,-0.232,0.506,-0.518,0.689,-1.008,0.52,-0.164,0.195,-0.323,0.128,-0.172,0.151,-0.307,0.116
0.019,0.435,-0.5,0.307,1871-08-01,0.275,0.678,-0.164,0.511,-0.681,0.701,-0.982,0.521,-0.201,0.189,-0.307,0.125,-0.205,0.145,-0.298,0.111
-0.503,0.541,-0.494,0.308,1871-09-01,-0.373,0.774,-0.178,0.507,-1.442,0.843,-1.11,0.543,-0.406,0.215,-0.315,0.127,-0.386,0.173,-0.31,0.111
-0.198,0.532,-0.542,0.318,1871-10-01,-0.039,0.72,-0.191,0.514,-1.001,0.802,-1.144,0.548,-0.254,0.219,-0.34,0.132,-0.265,0.171,-0.333,0.113
-1.208,0.557,-0.514,0.316,1871-11-01,-1.442,0.989,-0.193,0.506,-1.716,1.03,-1.113,0.532,-0.54,0.225,-0.332,0.131,-0.482,0.176,-0.326,0.113
-0.782,0.689,-0.518,0.313,1871-12-01,-1.424,1.209,-0.176,0.528,-2.706,1.28,-1.063,0.542,-0.391,0.251,-0.335,0.131,-0.379,0.211,-0.329,0.112
-0.983,1.153,-0.519,0.31,1872-01-01,0.248,1.058,-0.193,0.541,-0.208,1.21,-1.075,0.575,-0.457,0.413,-0.332,0.13,-0.456,0.341,-0.325,0.111
-0.873,0.79,-0.523,0.3,1872-02-01,0.47,1.206,-0.243,0.555,-1.137,1.304,-1.085,0.616,-0.416,0.26,-0.32,0.126,-0.417,0.241,-0.312,0.109
-0.545,0.779,-0.501,0.278,1872-03-01,-0.132,0.928,-0.25,0.544,-1.744,1.257,-1.009,0.624,-0.362,0.26,-0.302,0.12,-0.381,0.235,-0.295,0.104
-0.527,0.546,-0.498,0.275,1872-04-01,-0.058,1.298,-0.224,0.559,-0.941,0.928,-0.978,0.648,-0.365,0.232,-0.299,0.119,-0.342,0.175,-0.291,0.103
-0.165,0.562,-0.474,0.289,1872-05-01,0.064,1.048,-0.123,0.542,-0.5,0.836,-0.93,0.695,-0.194,0.214,-0.29,0.122,-0.195,0.179,-0.281,0.106
-0.395,0.443,-0.51,0.287,1872-06-01,0.237,1.287,-0.069,0.576,-0.156,0.844,-0.857,0.705,-0.276,0.181,-0.298,0.123,-0.264,0.149,-0.286,0.105
-0.055,0.393,-0.489,0.26,1872-07-01,-0.173,0.872,-0.09,0.597,-0.662,0.902,-0.924,0.702,-0.126,0.175,-0.286,0.112,-0.132,0.133,-0.271,0.098
-0.037,0.441,-0.424,0.286,1872-08-01,-0.326,0.814,-0.142,0.591,-0.803,1.224,-0.959,0.729,-0.049,0.19,-0.259,0.117,-0.051,0.142,-0.243,0.104
-0.229,0.387,-0.425,0.281,1872-09-01,-0.464,0.64,-0.124,0.619,-0.534,0.895,-0.896,0.709,-0.199,0.172,-0.252,0.114,-0.181,0.131,-0.234,0.102
-0.169,0.479,-0.456,0.291,1872-10-01,0.276,0.789,-0.148,0.557,-0.633,1.055,-0.93,0.677,-0.21,0.2,-0.26,0.116,-0.213,0.155,-0.238,0.105
-0.918,0.56,-0.47,0.294,1872-11-01,-0.233,0.893,-0.175,0.51,-1.136,1.158,-0.971,0.649,-0.432,0.219,-0.267,0.117,-0.368,0.176,-0.244,0.106
-1.217,0.662,-0.444,0.3,1872-12-01,-0.774,0.986,-0.182,0.44,-1.831,1.147,-1.032,0.634,-0.494,0.252,-0.262,0.119,-0.438,0.203,-0.24,0.107
-0.731,0.754,-0.445,0.295,1873-01-01,0.003,1.157,-0.163,0.406,-1.015,1.176,-1.03,0.597,-0.316,0.261,-0.266,0.118,-0.269,0.228,-0.243,0.107
-0.089,0.69,-0.449,0.307,1873-02-01,-0.155,1.252,-0.165,0.397,-1.55,1.186,-1.015,0.545,-0.09,0.23,-0.274,0.122,-0.081,0.212,-0.251,0.11
-0.555,0.646,-0.478,0.314,1873-03-01,0.085,1.19,-0.184,0.398,-0.99,0.959,-1.053,0.517,-0.276,0.211,-0.29,0.124,-0.272,0.199,-0.265,0.112
-0.899,0.734,-0.472,0.306,1873-04-01,-0.348,0.801,-0.246,0.387,-1.347,0.741,-1.11,0.503,-0.464,0.272,-0.293,0.122,-0.392,0.226,-0.269,0.11
-0.339,0.578,-0.432,0.294,1873-05-01,-0.261,0.741,-0.28,0.387,-0.993,0.564,-1.139,0.452,-0.275,0.224,-0.285,0.118,-0.273,0.188,-0.265,0.107
-0.077,0.53,-0.338,0.278,1873-06-01,0.146,0.84,-0.208,0.377,-0.889,0.591,-1.086,0.452,-0.212,0.207,-0.263,0.112,-0.211,0.169,-0.248,0.104
-0.068,0.356,-0.279,0.244,1873-07-01,0.06,0.637,-0.24,0.377,-0.632,0.55,-1.067,0.449,-0.174,0.167,-0.255,0.104,-0.171,0.128,-0.243,0.097
-0.089,0.415,-0.281,0.223,1873-08-01,-0.347,0.645,-0.274,0.4,-0.624,0.479,-1.01,0.441,-0.151,0.185,-0.271,0.099,-0.146,0.141,-0.261,0.093
